2021021609,豚バラ肉と白菜の黒酢炒め,600,定食,2021-02-16,2021-02-22,,週代わり定食9番
2021021615,豚肉細切りの四川風炒,750,定食,2021-02-16,2021-02-22,,週代わり定食15番
2021022209,豚バラ肉とエリンギと玉子のピリ辛炒め,600,定食,2021-02-22,2021-02-28,,週代わり定食9番
2021022215,豚ガツとキャベツのピリ辛炒め,750,定食,2021-02-22,2021-02-28,,週代わり定食15番
2021030109,豚バラ肉とかぼちゃのピリ辛炒め,600,定食,2021-03-01,2021-03-07,,週代わり定食9番
2021030115,豚肉細切りのマーラー炒め,750,定食,2021-03-01,2021-03-07,,週代わり定食15番
2021030809,豚肉とキャベツと春雨のピリ辛炒め,600,定食,2021-03-08,2021-03-14,,週代わり定食9番
2021030815,豚バラ肉の中国みそ炒め,750,定食,2021-03-08,2021-03-14,,週代わり定食15番
2021031509,豚肉と玉子とえのき炒め,600,定食,2021-03-15,2021-03-21,,週代わり定食9番
2021031515,豚ガツと豚レバーと玉ねぎのピリ辛炒め,750,定食,2021-03-15,2021-03-21,,週代わり定食15番
2021032209,豚肉と高菜と豆腐の旨煮,600,定食,2021-03-22,2021-03-28,,週代わり定食9番
2021032215,鶏肉の台湾バーベキューソース炒め,750,定食,2021-03-22,2021-03-28,,週代わり定食15番
2021032909,豚バラ肉とじゃがいものピリ辛炒め,600,定食,2021-03-29,2021-04-04,,週代わり定食9番
2021032915,牛肉とキャベツのマーラー炒め,750,定食,2021-03-29,2021-04-04,,週代わり定食15番
2021040509,豚肉とキャベツと干し豆腐のピリ辛炒め,600,定食,2021-04-05,2021-04-11,,週代わり定食9番
2021040515,鶏肉とじゃがいものカレー,750,定食,2021-04-05,2021-04-11,,週代わり定食15番
2021041209,豆腐と玉子と干しエビの旨煮,600,定食,2021-04-12,2021-04-18,,週代わり定食9番
2021041215,豚バラ肉と玉ねぎのク,750,定食,2021-04-12,2021-04-18,,週代わり定食15番
2021041909,豚バラ肉と大根のピリ辛炒め,600,定食,2021-04-19,2021-04-25,,週代わり定食9番
2021041915,鶏肉唐揚げとキャベツ炒め,750,定食,2021-04-19,2021-04-25,,週代わり定食15番
2021042609,豚肉としめじと春雨のピリ辛炒め,600,定食,2021-04-26,2021-05-02,,週代わり定食9番
2021042615,牛肉とキャベツ炒め,750,定食,2021-04-26,2021-05-02,,週代わり定食15番
2021050309,海老と豆腐の旨煮,600,定食,2021-05-03,2021-05-09,,週代わり定食9番
2021050315,豚肉細切りのローガンマ炒め,750,定食,2021-05-03,2021-05-09,,週代わり定食15番
2021051009,豚肉ともやしとえのきのピリ辛炒め,600,定食,2021-05-10,2021-05-16,,週代わり定食9番
2021051015,豚バラ肉とキャベツの黒胡椒炒め,750,定食,2021-05-10,2021-05-16,,週代わり定食15番
